"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DLX3",14.0540419634191,1.33412629501473,0.241333593522465,5.52814167121138,3.23640657135672e-08,1.97917820433361e-06
"KCNB1",18.6813111190904,-1.65701844797415,0.300827904227896,-5.50819396966199,3.62533816847595e-08,2.17521900620452e-06
"NKX2-2",309.884376177297,-1.7914655473219,0.32518051647131,-5.50914171230783,3.60587531859439e-08,2.17521900620452e-06
"SEPT1",221.884768219259,-1.08668121660121,0.197314027787149,-5.5073692873649,3.64235671851051e-08,2.17521900620452e-06
"TEKT2",33.9554004150574,-1.43833828102956,0.26115921632929,-5.50751492229933,3.6393457014655e-08,2.17521900620452e-06
"CYP4F22",7.28426719614866,1.68398318760997,0.306453395481068,5.49507106934308,3.9055309918993e-08,2.32118604507752e-06
"FAM129C",48.1101499451355,-2.0637105565506,0.375594100302707,-5.49452335616393,3.91767077630907e-08,2.32118604507752e-06
"CACNB2",101.596784748854,-1.14337531005328,0.20831034173162,-5.48880723131049,4.04656941399881e-08,2.38107931532308e-06
"SPTB",273.046212001551,-1.03617742297712,0.189077860546036,-5.48016261652612,4.24935091579291e-08,2.4833322775127e-06
"RASD1",858.746847815642,-1.23466966038783,0.22533921756331,-5.47916014681709,4.27349435904172e-08,2.48894707176433e-06
"MUC21",17.0151979844905,2.11564233473353,0.386470812639711,5.47426161443619,4.39339614907891e-08,2.55010583934502e-06
"LYPD2",98.2803595391816,2.54856909514216,0.466043297128376,5.46852429987881,4.53797859222741e-08,2.607510316601e-06
"PACRG",45.4159738648314,-1.22528104482156,0.224914432174513,-5.44776532557436,5.10065941468956e-08,2.91128637192431e-06
"STMN4",8.79884275569977,-1.81307912418711,0.332862401919669,-5.44693276780677,5.12458220878239e-08,2.91522329438474e-06
"RLTPR",114.65910582511,-1.20580766529163,0.221556434153322,-5.44244029698177,5.25555775120778e-08,2.97983163489837e-06
"AGBL4",6.26679192055193,-1.58994129182911,0.292272678531895,-5.43992445621496,5.33031686709478e-08,2.99196248957822e-06
"ATP2A3",4411.52729423545,-1.00816462166594,0.185345747923597,-5.43937280979071,5.34684647439663e-08,2.99196248957822e-06
"JAKMIP2",108.187827646044,-1.11041231213075,0.20433111797305,-5.43437692283957,5.49882358173825e-08,3.06698228632261e-06
"BEX2",344.173722984271,-1.19408907474652,0.219881069271051,-5.43061337069699,5.61606880759227e-08,3.12220604520787e-06
"SCAMP5",919.689639217099,-1.0190426136448,0.188691864871474,-5.40056464193046,6.64314675508573e-08,3.5997025913713e-06
"SCG5",3964.53242900476,-1.55002062561345,0.287237607935278,-5.39630112071784,6.8028739477735e-08,3.6746249403068e-06
"PPP4R4",24.7410699989043,-1.62301808174386,0.3014890851762,-5.38333943597102,7.31164702743889e-08,3.9246812555121e-06
"ODZ1",29.4434090037314,-1.39387306262624,0.25944584375609,-5.37250102929629,7.76519862521065e-08,4.12930111985969e-06
"PNMAL1",443.710430230354,-1.10780303116698,0.206314540553598,-5.36948597124782,7.89613786961535e-08,4.17301138090814e-06
"GRIA2",63.4485385427187,-1.80270580490954,0.336143666700552,-5.36290278083819,8.18950887430323e-08,4.30832194481467e-06
"KIF1A",1042.42188926066,-1.60940551207388,0.300232384013312,-5.36053269990529,8.29769048826705e-08,4.34499554222008e-06
"DNAH9",27.209287888363,-1.17749765488543,0.219708573468531,-5.35936143181088,8.35166228919792e-08,4.35992418835171e-06
"LINGO3",7.14624653169296,-1.81839221937938,0.339517358730964,-5.35581516708336,8.51715424280478e-08,4.42011979253773e-06
"MCOLN3",110.307909309592,-1.22919923444361,0.230721722209596,-5.32762681671975,9.95043019730875e-08,5.1012340200155e-06
"KSR2",109.502688498321,-1.10384162373593,0.207311936452071,-5.32454446486311,1.01206344145591e-07,5.17300367404465e-06
"C1QL1",100.902338406086,-1.34414316945145,0.252643393572607,-5.32031790122848,1.0358608591282e-07,5.26321824654366e-06
"CD22",301.82009739616,-1.46160057782409,0.275010344968046,-5.31471126293057,1.06826579211413e-07,5.39140476026333e-06
"CTXN2",7.88158728571369,-1.80186317969135,0.339210371268187,-5.31193422227872,1.084677576092e-07,5.44660825085728e-06
"DMRTC1B",34.7295412064249,-1.39108579511644,0.262316045605968,-5.30309075033108,1.13858283224289e-07,5.66742844084157e-06
"MLXIPL",622.057684986813,-1.22491060525687,0.231077392692991,-5.30086734570477,1.15253812166406e-07,5.72026384268223e-06
"KLHDC7B",318.323836022377,1.53956796127679,0.290616133135048,5.2975997742058,1.1733479467069e-07,5.80671586458444e-06
"CPA5",1.82134946441348,-2.11522970135637,0.399364416682696,-5.29649015534843,1.1804969974999e-07,5.82525939140946e-06
"FEV",49.9515344308997,-1.6037610811875,0.302902266142059,-5.2946486720418,1.19245441507595e-07,5.86735544521421e-06
"RIMBP2",178.021541052111,-1.57172335666936,0.297207019191387,-5.28831169918382,1.23450483548291e-07,6.05685567277189e-06
"RIPPLY2",7.29118473718653,-2.062214270723,0.390087466217398,-5.28654327379418,1.24649339280982e-07,6.09820181859503e-06
"GRIA1",6.02032043749471,-1.48596601097928,0.281251716701243,-5.28340245673141,1.26806394913276e-07,6.18605669544166e-06
"DDC",328.584626644462,-1.53290755899147,0.290282456849018,-5.28074474644802,1.28659831096109e-07,6.25864286323487e-06
"ABCC8",2228.19655298344,-1.84780916074647,0.350976171567331,-5.26477097432236,1.4036422764404e-07,6.77030047872927e-06
"AGT",1263.34071362251,-1.10363147966732,0.209805968243165,-5.26024826132789,1.43861034590718e-07,6.89735474200716e-06
"DSCAML1",87.9628777324946,-1.33150263879761,0.253146679532617,-5.25980684896186,1.44206797736294e-07,6.89735474200716e-06
"ST6GALNAC5",198.234466394227,-1.12433078011279,0.213796011971311,-5.25889500812422,1.44923599619489e-07,6.91233090887051e-06
"MEG3",563.438159376902,-1.05289636311483,0.20055607323752,-5.24988521224124,1.52194018480461e-07,7.15939060011243e-06
"RASGRP2",259.348127123073,-1.21500198861066,0.231426448854983,-5.2500567442575,1.52052363903924e-07,7.15939060011243e-06
"AK5",65.7090801651365,-1.31933783503578,0.251377347517014,-5.24843566084045,1.53396194201075e-07,7.19617269398633e-06
"SLC6A16",27.0242993497513,-1.07826818488868,0.205765616063065,-5.24027388792793,1.60338442475065e-07,7.50129822541132e-06
"GRIA3",106.403278174898,-1.37814213199581,0.263049671941803,-5.23909466156151,1.61366255933995e-07,7.50835434879834e-06
"GPLD1",13.5098002003124,-1.09595171801482,0.209462774457384,-5.23220281433729,1.67501818510377e-07,7.7517125360897e-06
"NDRG4",377.470495147186,-1.04696597790006,0.200634732978377,-5.21826885284559,1.80603182624607e-07,8.22650949918903e-06
"FTCD",19.3844029816399,-1.59957077448512,0.306837632530454,-5.21308537448176,1.85725367046192e-07,8.40883768804365e-06
"ZNF483",35.6592139400399,-1.08461814935806,0.208384321334043,-5.20489325883302,1.94108147163963e-07,8.72365827792266e-06
"TSPAN7",706.351823535237,-1.12348475198228,0.216128377468745,-5.19822878022924,2.01196412357172e-07,8.97157856456213e-06
"F10",337.870206319603,-1.15824961768872,0.223494476612163,-5.1824529860694,2.18986575734099e-07,9.61463368280765e-06
"IRX2",79.4441622901702,-1.59710711790964,0.308281063968068,-5.18068511037405,2.21072417136965e-07,9.68138874331521e-06
"FMN2",99.4344173419843,-1.51117416718626,0.291768770635754,-5.17935543236331,2.22653884170067e-07,9.7257715781736e-06
"RFX6",145.322695077066,-1.82399695646869,0.352690622766465,-5.17166275122789,2.32020060905759e-07,1.00325239971952e-05
"GRM1",6.45199566578449,-1.40498805885994,0.273291229241759,-5.14099213047579,2.73291501634947e-07,1.16118371774074e-05
"C20orf26",6.27243402835804,-1.28580444026171,0.250512109735506,-5.13270373084671,2.85609302526324e-07,1.21051685325699e-05
"AFF3",112.793325881223,-1.150870487845,0.224495202449796,-5.12648143606708,2.95207149289002e-07,1.23892941599892e-05
"WDR17",55.5860900991437,-1.23349969427999,0.240782307745688,-5.12288342872267,3.00898388387493e-07,1.25972692038119e-05
"C12orf68",119.14857180943,-1.00114538579492,0.195513704564643,-5.1205893112414,3.0458232254804e-07,1.27037150917009e-05
"CPE",6710.47477125554,-1.16404067826268,0.227619716466917,-5.11397121624947,3.15455446843382e-07,1.30472068026551e-05
"C20orf186",1.75547766510062,-3.4085293823826,0.668405030559445,-5.09949690164617,3.40557444061888e-07,1.39173391758275e-05
"CD79B",267.687213829567,-1.39739885330469,0.274006567801814,-5.09987357060512,3.39880430497918e-07,1.39173391758275e-05
"VGF",484.701382430056,-1.57914908365785,0.309697056414156,-5.09901224745921,3.41430462313158e-07,1.39197947766386e-05
"C20orf46",101.851785971446,-1.00751884208935,0.197884182223039,-5.09145718859809,3.55322106763205e-07,1.43951205349751e-05
"QPCT",1227.82132551648,-1.04843373719449,0.205971173420751,-5.09019645701964,3.57692733001542e-07,1.44452185546826e-05
"TMOD1",697.763543984949,-1.0254972709708,0.201808614406303,-5.0815336797574,3.74399612484519e-07,1.50136875048534e-05
"IRX1",7.75308532858552,-1.93246709016049,0.380462605227424,-5.07925631483637,3.78915207392493e-07,1.51239279631274e-05
"A2ML1",274.990949823056,2.47986421476572,0.492251719819699,5.03779695411534,4.70920610406679e-07,1.81612018288143e-05
"KCNC2",4.54052007365424,-1.77063784588792,0.351932298096466,-5.03118882655828,4.87447760849478e-07,1.85892383274513e-05
"STXBP5L",42.3177525854655,-1.66073303360257,0.330077400456743,-5.03134425836042,4.87052674327796e-07,1.85892383274513e-05
"PNMA3",27.9702840730286,-1.08622797296184,0.216074308955018,-5.02710376913882,4.97942935957102e-07,1.89243638166162e-05
"DSCAM",16.6935978914736,-1.61164839546992,0.320957982733779,-5.02136878398415,5.13045469419469e-07,1.93499506010343e-05
"NXF2",4.04029018308664,-3.34002642876007,0.665274671051425,-5.02052246101805,5.15311247492809e-07,1.9392691188614e-05
"EMID2",21.5205978338085,-1.08041579867237,0.215873826003589,-5.00484852042417,5.59059765875515e-07,2.08557306559618e-05
"C1orf173",14.656364433634,-1.42390212439121,0.286349730894456,-4.97259808816107,6.60615270063149e-07,2.41703317719899e-05
"TSPAN11",376.273618915366,-1.02525475517104,0.206417662515798,-4.96689451220084,6.80335707325991e-07,2.4838781058727e-05
"RTBDN",30.6540246923822,-1.62275627297473,0.326857715786183,-4.96471765725815,6.88010873844407e-07,2.50123358658976e-05
"GRIK2",38.9076989920793,-1.06531538427915,0.214725479646657,-4.96129004360443,7.00265352257907e-07,2.5350197942309e-05
"MAP7D2",55.0929996119839,-1.20315963530454,0.242497407446143,-4.9615360756867,6.99378772195979e-07,2.5350197942309e-05
"NAP1L2",90.5203052447161,-1.04058788244737,0.209896206487266,-4.95763072550098,7.13580276600912e-07,2.56694014206669e-05
"BLK",121.163626871208,-1.81567326485774,0.366645732942494,-4.95211890313345,7.34097241717448e-07,2.62969603973386e-05
"SAA2",294.341260300713,-1.40810450340004,0.284418600971022,-4.95081720602201,7.39024939024724e-07,2.63698079699104e-05
"MARCH10",7.42921183028652,-1.29967861566142,0.262611824946847,-4.94904833750147,7.45772257311045e-07,2.65485620830292e-05
"TMPRSS6",83.4398429346828,-1.21765746208238,0.24628636302061,-4.94407179978732,7.65075046004499e-07,2.70110928097629e-05
"FBN3",4.35983608849111,2.0421098258128,0.414309111488985,4.92895224648492,8.26717765863655e-07,2.88895679691497e-05
"FAM25A",2.96440669031419,2.00239648684315,0.407677995962487,4.91171097452953,9.02850713270202e-07,3.1168372506705e-05
"KNDC1",127.319918110379,-1.2188371142699,0.249077821251142,-4.89339881065108,9.91092826754387e-07,3.36715922073718e-05
"B3GAT1",33.2996097742141,-1.12383702647801,0.229826887697645,-4.88992840540269,1.00872659400367e-06,3.42028227111384e-05
"PAX6",352.76138071098,-1.1878297543631,0.243374202615728,-4.88067240322345,1.05724741646186e-06,3.55232326601238e-05
"KCNJ3",48.3699735925933,-1.45236983992584,0.297622269118704,-4.87990984084116,1.06134348687894e-06,3.55584711565783e-05
"SLC4A8",169.654411423739,-1.03043638791937,0.211206923407938,-4.87880023671914,1.0673309684393e-06,3.56255519933454e-05
"KIAA1045",15.4018922284014,-1.01387620910773,0.208100074431244,-4.87206077113977,1.10440184372842e-06,3.66485906398484e-05
"UNC13A",234.666836252745,-1.29381135938208,0.265549020477872,-4.87221288579332,1.10355162374017e-06,3.66485906398484e-05
"NRG2",18.73263531113,-1.10229981199518,0.226473922575825,-4.86722621067387,1.13175461032382e-06,3.74836251307054e-05
"C21orf29",9.53184553460616,-1.33103127086006,0.27352336664155,-4.86624337512037,1.13739443445663e-06,3.75976928594613e-05
"RET",71.5296512883868,-1.06669583416967,0.219390417373439,-4.86208945194711,1.16153108074321e-06,3.81013346658351e-05
"CXXC4",12.029347703412,-1.2202841919389,0.251174605710885,-4.85831037132596,1.18391721663979e-06,3.86874322529068e-05
"SERPINA10",24.5870214723803,-1.65260635701613,0.340426279240124,-4.85452051676199,1.20678376068227e-06,3.92847116619059e-05
"KL",94.9487696780792,-1.10277655689418,0.227541934836701,-4.84647613498411,1.25673697596212e-06,4.06788416623807e-05
"FAM135B",50.1197583158802,-1.52361759457334,0.314413306872119,-4.84590684068291,1.2603464995276e-06,4.07187039837947e-05
"MAL",37.0529941530734,-1.18470008171611,0.244604934447934,-4.84332045218117,1.27687105158667e-06,4.11748832699032e-05
"CPNE9",5.35868723205836,-1.07973048801997,0.223288012070201,-4.83559541781627,1.32747677454672e-06,4.26461253481492e-05
"HES2",87.3028864562164,1.22817975867578,0.254265193098861,4.83031021158389,1.36320497883625e-06,4.37119079636949e-05
"CCNA1",9.96200253398924,-1.13846722372957,0.235793947597254,-4.82822920321143,1.37752491710096e-06,4.40885217860181e-05
"ST18",118.830636304365,-1.43402942335062,0.297183477604691,-4.82540091026914,1.39721919576428e-06,4.45522984898917e-05
"FABP7",3.1159655049361,-2.0169880515609,0.418648028176082,-4.81786110482423,1.45105320965128e-06,4.60971875860091e-05
"LINC00494",22.9297264441382,-1.36563432348018,0.284280148717708,-4.80383287274928,1.55656769789207e-06,4.84828684124763e-05
"RGS7",31.5565142616482,-1.18522913957055,0.246758137977343,-4.8032018286642,1.56148347843264e-06,4.85250119804031e-05
"DMRT3",2.42660026962196,-1.58325227711941,0.330707390581702,-4.78747171127482,1.68895535587916e-06,5.17352103018228e-05
"SNCB",20.7556953260683,-1.43640754436411,0.300013001410805,-4.78781765326646,1.68604735942426e-06,5.17352103018228e-05
"SFRP1",706.665346362094,-1.23603743986495,0.258557740222585,-4.78050836459539,1.74852483127819e-06,5.33689673546817e-05
"SCN4A",11.1340580946113,-1.03725889942122,0.217254203510413,-4.77440198008184,1.80242044065172e-06,5.44318257588701e-05
"MTUS2",95.0070345011848,-1.26920560820029,0.266195553078097,-4.76794444356448,1.86115087189144e-06,5.60078846738086e-05
"NOL4",99.4195671232993,-1.59613857177212,0.335633545540116,-4.75559905433034,1.97858815127718e-06,5.89206346335986e-05
"SLC35F3",79.8454571443806,-1.23262692464754,0.259282451079305,-4.75399287347266,1.99438070304508e-06,5.92878138511127e-05
"KIF5A",63.906389082889,-1.27584603664078,0.269211532678456,-4.73919532327259,2.14568598060344e-06,6.3128146126929e-05
"C2orf39",29.1610170913971,-1.79918344580832,0.380110583306359,-4.7333158423485,2.2088137072887e-06,6.46011753446386e-05
"SORCS1",64.9217797843973,-1.17063592739439,0.247629991850754,-4.72735922916775,2.27458649994476e-06,6.61252031214841e-05
"IL11",110.809398684731,1.17914431289432,0.249510188397122,4.72583632944715,2.2917018241113e-06,6.65098480241657e-05
"PNMT",33.0982398974034,-1.29977830860934,0.275942698096515,-4.71031963366075,2.47328596784302e-06,7.08195244604951e-05
"ZAP70",168.046566340193,-1.01437228439936,0.215386363584392,-4.70954738043067,2.48267498057014e-06,7.09560619287177e-05
"ZNF831",73.7471080726273,-1.19113829612306,0.252936068047218,-4.70924651165487,2.4863421805309e-06,7.09560619287177e-05
"SMOC1",693.174513067173,-1.45526856395273,0.309666677388201,-4.6994677510244,2.60840406159851e-06,7.38707451773946e-05
"PTCHD2",23.992762680574,-1.21482072851724,0.25921245396342,-4.68658318665769,2.77803932764593e-06,7.81089776802649e-05
"SCG3",1067.11516936315,-1.60547645114442,0.34305459957689,-4.67994439696933,2.86952729372143e-06,8.04172108844388e-05
"GPR64",189.665504751314,-1.22643996196158,0.262157912029352,-4.67824889383563,2.89335212887169e-06,8.08203401348612e-05
"GPR123",20.2022977581291,-1.29955396308135,0.278043594220384,-4.67392160831905,2.95502161716816e-06,8.22745287004398e-05
"SYT5",79.2918105743372,-1.28297357967491,0.274656340408716,-4.67119593076101,2.9945113207521e-06,8.31037558269662e-05
"WDR63",6.96832025224723,-1.10375903021338,0.236351807308986,-4.66998345720462,3.01223991747553e-06,8.34604920824166e-05
"THRSP",7.79151811228172,-2.01220970603247,0.430958371702207,-4.669150985708,3.02447043778146e-06,8.35290440421484e-05
"FCRLA",94.7428297433852,-1.69197978728657,0.363000862744374,-4.66109026434482,3.14538730307727e-06,8.63116454977438e-05
"LINC01300",4.03826736186238,2.10857093170235,0.452967869636064,4.65501213893267,3.23961619986567e-06,8.83311276915604e-05
"MAPK4",73.33167963191,-1.22374436222243,0.263209013988821,-4.64932543030005,3.33022410412868e-06,9.02269419857521e-05
"NEURL",526.403123160817,-1.25602233173589,0.270972194289643,-4.63524434685473,3.56516096074123e-06,9.56008024150696e-05
"HFM1",6.27543457918603,-1.22119610395063,0.263660545662239,-4.6316983107326,3.62678376780978e-06,9.70334663378231e-05
"KCNA6",109.09967600327,-1.19341841264395,0.257914488658235,-4.62718639364755,3.70666895368886e-06,9.82496787833039e-05
"SYNGR4",27.1937155397706,-1.55876432025864,0.336985615144963,-4.62561085756761,3.73495970031162e-06,9.86662376391329e-05
"GSDMC",34.1237026459069,1.22286967839737,0.264564826058764,4.6221929672758,3.79704555403199e-06,9.98722135509827e-05
"DLL3",4.65604168668037,-1.40662710957513,0.304396389294381,-4.62103743357739,3.81825865840291e-06,0.000100122577347371
"IGSF1",90.9473896166195,-1.21335653640664,0.263230063467822,-4.60949072617977,4.03656537627521e-06,0.000104883321605403
"ZNF536",9.20179989697995,-1.16920684121077,0.25422413695124,-4.59911814524136,4.24283124566951e-06,0.000109084083212611
"CETP",34.3515459116593,-1.03959449937044,0.226186491549401,-4.59618296499099,4.30300883341421e-06,0.000110465397682986
"VPREB3",54.6680021576791,-1.53501072969825,0.334478337775574,-4.58926799238101,4.44803070661187e-06,0.000113677059387037
"CD79A",525.67967238563,-1.42910668663414,0.311442323444137,-4.58867205596891,4.46074561574006e-06,0.000113832112039221
"DPYS",6.05737460860528,-1.1866736700313,0.260159053447965,-4.56133912813703,5.08284107981017e-06,0.000126708796037025
"CCDC108",31.1291853722691,-1.16251185622052,0.255472881740893,-4.55043153033978,5.3536006319418e-06,0.000131709344282671
"NAT8L",45.9240510753389,-1.1150974419783,0.246073701704554,-4.53155877387146,5.85500420414503e-06,0.000141803729826839
"LGI3",45.4921353143294,-1.33066158494102,0.294022988004696,-4.5257059455493,6.01942295682483e-06,0.000144762049564202
"MCART6",43.1317858975189,-1.03081795498527,0.227911931444872,-4.52287841382542,6.10042869356022e-06,0.000146094602125639
"RASGEF1C",4.86606012386133,-1.23753873850278,0.27389316120013,-4.51832653681531,6.23303071100814e-06,0.000148646497025895
"SLITRK2",16.9494410122336,-1.06430300947827,0.23557920645285,-4.51781388308263,6.24813661348819e-06,0.000148799503800776
"SPINK13",4.13171930645036,1.52301869166127,0.337401194911726,4.51396946611211,6.36253812574584e-06,0.000151313528232147
"GPR142",15.0325428913116,-1.38107496878777,0.306313556511231,-4.50869685467915,6.52270303184754e-06,0.000153417917602095
"CDH16",14.0560318039928,1.51583721426676,0.336469245455399,4.50512858081615,6.63327651383542e-06,0.000155591224310142
"C19orf30",128.561475162419,-1.61075996652014,0.358295886340153,-4.49561389881809,6.93695127358948e-06,0.000160950429075437
"ANKS1B",20.7866517448036,-1.07959869868782,0.240215570019947,-4.49429110110627,6.98020877188535e-06,0.000161734932071709
"OR13A1",6.26307345855293,-1.07411599732654,0.239157374384311,-4.49125183821637,7.08057681546099e-06,0.000163617701499512
"LBP",52.8811875621452,-1.78918892878571,0.399561485649691,-4.47788136005267,7.53874755969837e-06,0.000172574832172079
"TDRD9",38.9576589818664,-1.10013815989253,0.247130247674636,-4.45165320815339,8.52117031797295e-06,0.000190729410921112
"CNGA3",25.0490519229571,-1.13347794941799,0.254832417609053,-4.44793468606848,8.66998819427335e-06,0.00019355437790162
"UCN3",123.513218204941,-1.41339107514654,0.317896241103495,-4.44607671434025,8.74527293600091e-06,0.00019498087042076
"VLDLR-AS1",8.75170663772327,-1.00205474495769,0.225647312012634,-4.44080071692403,8.96247647479946e-06,0.000198531028043973
"SCGN",1201.7499964195,-1.50323134289151,0.338798432374477,-4.436948932603,9.12429288357225e-06,0.000201093275378496
"SYT7",1204.66745870848,-1.08299064191932,0.244100856028417,-4.43665237205578,9.13686668483735e-06,0.000201093275378496
"CADPS",504.901063729901,-1.05159663806344,0.237369239647306,-4.43021446092154,9.41394207118397e-06,0.000206131624149467
"UNC80",157.416919337953,-1.42858848168744,0.323061722072853,-4.42202955064197,9.77780795249025e-06,0.000212738761843063
"MAP3K15",38.5132012870882,-1.68225988783153,0.380820912914551,-4.41745668575979,9.98690754044848e-06,0.000216463060525442
"FAM83A",947.958662686907,1.40471982925981,0.31808810515284,4.41613441843368,1.00481614093703e-05,0.000217515382822563
"KRT14",220.522869780297,1.50102239812286,0.34045665071296,4.40885027500427,1.03920836323996e-05,0.000223880899352564
"CLEC4G",8.57222713311454,-1.35051720491986,0.306535355980465,-4.40574693447735,1.05419981461888e-05,0.000225356597075144
"RIMS2",45.7049297569847,-1.33073210855367,0.302745970101201,-4.39554028781568,1.10497566599653e-05,0.000233976141775674
"TMEM151A",94.878899056338,-1.10285573326756,0.250985797814684,-4.39409617145693,1.11234568058807e-05,0.00023485444005807
"KIAA1324",3395.81747234256,-1.2217284702892,0.278100955482248,-4.39311137270502,1.11739846685659e-05,0.00023534088496907
"DHRS2",192.515832917521,-1.16056588609811,0.265076252291597,-4.37823409703796,1.19644798918347e-05,0.000248023957854583
"COL28A1",47.6198676630159,-1.15003424688319,0.264141856030089,-4.35385085941164,1.33766728366459e-05,0.000272491663848757
"FAIM3",411.563309658944,-1.06960407224428,0.245859717423241,-4.35046490516778,1.358491974391e-05,0.000276264347713742
"FAM163A",35.7528907114956,-1.16461440590434,0.26775313137714,-4.34958276646237,1.36396797508628e-05,0.000276720659210929
"CCR7",245.393511036727,-1.16697046032891,0.268595339888539,-4.34471596124184,1.39455988797743e-05,0.000281592558512235
"FAM196B",6.33677328260054,1.02463984249756,0.236048821172889,4.34079627005247,1.41967307475569e-05,0.000285652903161478
"GKN2",15.5739965875454,2.73767637722858,0.630743145780204,4.34039814073951,1.42224785389911e-05,0.000285835093923879
"NCR3",17.4637103639048,-1.1122554260532,0.256282465481724,-4.33995913049509,1.42509218074669e-05,0.000286070966130429
"PCDHA8",9.02527728832015,-1.22137966137079,0.281956632942888,-4.33179971197267,1.47895450379706e-05,0.000295497525887014
"SULT4A1",56.2250230598998,-1.18088164650015,0.273629629222282,-4.3156205336991,1.59155178894988e-05,0.000311453043225015
"ARC",55.224577211845,-1.23669081701119,0.286596725147146,-4.31509053837318,1.59537503772503e-05,0.000311527541174221
"GRM4",81.6931987738049,-1.42383734932443,0.330756981847831,-4.30478395760511,1.67148772437567e-05,0.00032267062350039
"PTPRT",60.2450557094213,-1.12658075047593,0.261970324415827,-4.30041361741302,1.70479616173998e-05,0.000328091453475916
"SLC6A17",264.301282454277,-1.2053295544579,0.280931377712529,-4.29047678572698,1.78289923397293e-05,0.000339961955270807
"NTS",37.1858785054311,-1.57901116706288,0.369096933487308,-4.27803924607024,1.88546783854393e-05,0.000357133471232164
"AQP4",19.9915042282279,-1.10490088803305,0.258848998339897,-4.26851521589509,1.96778406896097e-05,0.000369129583941373
"KLRC3",5.27210626096011,-1.01221099630831,0.237136848151861,-4.26846778219845,1.9682024770103e-05,0.000369129583941373
"COL19A1",9.78213806196141,-1.54060415404912,0.362217375085901,-4.25325856796285,2.10682067762832e-05,0.000388740198955062
"KCNK3",427.376194664798,-1.13549967902725,0.267253664853827,-4.24877121759325,2.14946299114293e-05,0.00039448290243666
"B4GALNT4",103.732182535543,-1.00461086499531,0.236535023972868,-4.24719708786361,2.16461531269871e-05,0.000396413989297754
"C5orf38",13.0566866989791,-1.33230270613869,0.313897513644071,-4.24438757310258,2.19191226997736e-05,0.000400556177148584
"C2CD4A",229.127837784873,-1.02027812145348,0.240530959147343,-4.24177463504184,2.21759312063595e-05,0.000402879795823777
"CXCL9",609.640456090527,1.03968614754448,0.245520663987738,4.2346176922868,2.28940858637097e-05,0.000413082647254269
"KIF5C",289.085071864749,-1.08542310286777,0.257057446803419,-4.22249235089396,2.4161560114868e-05,0.000431406041550452
"STAB2",17.3999313786749,-1.28342130943126,0.304088762148259,-4.22054830426626,2.43708827158491e-05,0.000434690234107797
"PCSK2",1453.96053322724,-1.50410513321248,0.35660967246411,-4.21779118558222,2.4670712233334e-05,0.000437758140488475
"NPAS4",5.59156259355191,-1.11388356859704,0.264283680184551,-4.21472702294447,2.50080483061515e-05,0.000442424897492096
"TGM3",9.33746868241398,-1.30515442813365,0.310764331142349,-4.19982056285541,2.67126591561329e-05,0.000468648424928753
"NLRP6",11.5301630640344,-1.04243418010492,0.249009571867062,-4.18632172365422,2.8351141984773e-05,0.000490908035340258
"MYH16",22.8127965583074,1.29814432044198,0.310653074295575,4.17875896894182,2.93104115651107e-05,0.000505420118055782
"PRRT4",8.49114456008685,-1.16990552704074,0.281491166112876,-4.15610032526425,3.23725714029153e-05,0.000552657567429829
"CD19",88.5263313991685,-1.6058531968533,0.386558188876297,-4.1542340663418,3.26378950005186e-05,0.000556078284670527
"KRTAP5-5",3.39337967365034,-1.50152350845806,0.361698240767627,-4.15131548683068,3.30569712268485e-05,0.000561029958353246
"SH3GL3",3.14819341870046,-1.4737910536158,0.356582926771395,-4.13309483704093,3.57910954597756e-05,0.000596158489842157
"HS6ST3",55.6434366370291,-1.1915057393963,0.288742420599396,-4.12653512055092,3.6826978473622e-05,0.000610443709974666
"CD300LG",13.6713505691094,-1.48233779876769,0.361695903165239,-4.09829855908124,4.16198224727053e-05,0.000674863844886489
"KCNMB2",150.407740010285,-1.29738388954676,0.317001071976771,-4.09267981794658,4.26416333972176e-05,0.000688174070368102
"TNFRSF13C",18.7538386630983,-1.19921867488793,0.293417837610701,-4.08706806870761,4.36858976829323e-05,0.000702141813540804
"GABRG2",16.5191963620287,-1.44395629868811,0.353495634689459,-4.08479244717295,4.41162321654103e-05,0.000707305471318653
"CXCR5",106.761289024992,-1.30375212552829,0.319362054437113,-4.08236391084784,4.45799176214778e-05,0.000713403672366883
"CHST8",29.1198136898313,-1.02531839191927,0.252071308166729,-4.06757278079853,4.75053735612577e-05,0.000745979345903351
"CCDC135",20.658444141533,-1.09994329587677,0.270775251038605,-4.06220026260801,4.86123452889115e-05,0.000757405994888109
"IL1R2",547.227312618537,1.02450128525664,0.252228084412006,4.0618049637294,4.86947525494246e-05,0.000758000225367088
"XKR4",6.30110404891246,-1.18828453815534,0.292754747898501,-4.05897614534101,4.9288347826361e-05,0.000766543487584722
"MMP1",6205.84702223756,1.23752177535956,0.305236627032918,4.0543030087477,5.02840034455811e-05,0.000774292258092343
"ZBBX",3.30178736113105,-1.55582927984708,0.3853320021123,-4.03763318727328,5.39931912756635e-05,0.000818888763696356
"TNMD",4.36927121991749,-1.9412547794009,0.481319954444576,-4.03318990096936,5.50247774529078e-05,0.000830854730446333
